vehicle_reg_No,MYT_TIMESTAMP,longitude,latitude
WA9451M,2023-09-07T08:20:34,101.709511,2.74617
WA9451M,2023-09-07T08:21:04,101.707832,2.74873
WA9451M,2023-09-07T08:21:34,101.706009,2.75123
WA9451M,2023-09-07T08:22:04,101.705833,2.75208
WA9451M,2023-09-07T08:22:34,101.706009,2.75212
WA9451M,2023-09-07T08:23:04,101.706169,2.7521
WA9451M,2023-09-07T08:23:34,101.706169,2.75218
WA9451M,2023-09-07T08:24:04,101.705498,2.75192
WA9451M,2023-09-07T08:24:34,101.705498,2.7519
WA9451M,2023-09-07T08:25:04,101.705658,2.75175
WA9451M,2023-09-07T08:34:34,101.706009,2.75247
WA9451M,2023-09-07T08:35:04,101.70649,2.75128
WA9451M,2023-09-07T08:36:09,101.709511,2.74667
WA9451M,2023-09-07T08:36:34,101.710823,2.7465
WA9451M,2023-09-07T08:37:04,101.712502,2.7477
WA9451M,2023-09-07T08:37:34,101.712502,2.74872
WA9451M,2023-09-07T08:38:04,101.71283,2.74847
WA9451M,2023-09-07T08:38:34,101.71283,2.74845
WA9451M,2023-09-07T08:39:34,101.71283,2.74812
WA9451M,2023-09-07T08:40:04,101.71183,2.7472
WA9451M,2023-09-07T08:40:34,101.710999,2.7461
WA9451M,2023-09-07T08:41:04,101.709991,2.74515
WA9451M,2023-09-07T08:41:34,101.708839,2.74712
WA9451M,2023-09-07T08:42:34,101.705498,2.75182
WA9451M,2023-09-07T08:43:34,101.705658,2.75192
WA9451M,2023-09-07T08:44:04,101.705833,2.75172
WA9451M,2023-09-07T08:44:34,101.705833,2.75173
